INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222007749,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-02-02 18:03:00,2022,2,Wednesday,18,,BUTTONWOOD ST,0,0,"(0, 0)"
222007748,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,465,0,2022-02-02 16:00:00,2022,2,Wednesday,16,,BLUE HILL AVE,0,0,"(0, 0)"
222007747,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,A1, ,0,2022-02-02 16:10:00,2022,2,Wednesday,16,,BOWDOIN ST,0,0,"(0, 0)"
222007746,3114,,INVESTIGATE PROPERTY,A1,61,0,2022-02-02 18:27:00,2022,2,Wednesday,18,,CAUSEWAY ST,0,0,"(0, 0)"
222007745,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,2022-02-02 12:00:00,2022,2,Wednesday,12,,WASHINGTON ST,0,0,"(0, 0)"
222007743,1831,,SICK ASSIST,C11,405,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,WASHINGTON ST,0,0,"(0, 0)"
222007741,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2, ,0,2022-02-02 18:25:00,2022,2,Wednesday,18,,CEYLON ST,0,0,"(0, 0)"
222007740,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-02-02 17:45:00,2022,2,Wednesday,17,,"ADAMS ST & ASHMONT ST
DORCHESTER  MA 02124
UNITED ",0,0,"(0, 0)"
222007739,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2022-02-02 17:30:00,2022,2,Wednesday,17,,HYDE PARK AVE,0,0,"(0, 0)"
222007738,1831,,SICK ASSIST,A7, ,0,2022-02-02 17:29:00,2022,2,Wednesday,17,,SARATOGA ST,0,0,"(0, 0)"
222007737,1831,,SICK ASSIST,D4,591,0,2022-02-02 16:03:00,2022,2,Wednesday,16,,CHARLESGATE E,0,0,"(0, 0)"
222007736,801,,ASSAULT - SIMPLE,B2, ,0,2022-02-02 18:11:00,2022,2,Wednesday,18,,CIRCUIT ST,0,0,"(0, 0)"
222007735,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,2022-02-02 09:30:00,2022,2,Wednesday,9,,WASHINGTON ST,0,0,"(0, 0)"
222007732,801,,ASSAULT - SIMPLE,A1, ,0,2022-02-02 16:47:00,2022,2,Wednesday,16,,BOYLSTON ST,0,0,"(0, 0)"
222007731,3301,,VERBAL DISPUTE,C6, ,0,2022-02-02 16:51:00,2022,2,Wednesday,16,,MOUNT VERNON ST,0,0,"(0, 0)"
222007730,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2022-02-02 17:58:00,2022,2,Wednesday,17,,W SELDEN ST,0,0,"(0, 0)"
222007729,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,2022-02-02 17:53:00,2022,2,Wednesday,17,,"WARREN ST & DECKARD ST
ROXBURY  MA 02121
UNITED ST",0,0,"(0, 0)"
222007727,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,CENTRE ST,0,0,"(0, 0)"
222007724,3502,,MISSING PERSON - LOCATED,B2,282,0,2022-02-02 17:43:00,2022,2,Wednesday,17,,WASHINGTON ST,0,0,"(0, 0)"
222007723,3115,,INVESTIGATE PERSON,D4, ,0,2022-02-02 16:26:00,2022,2,Wednesday,16,,HUNTINGTON AVE,0,0,"(0, 0)"
222007721,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,188,0,2022-02-02 17:05:00,2022,2,Wednesday,17,,MOUNT VERNON ST,0,0,"(0, 0)"
222007720,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,C11, ,0,2022-02-02 17:26:00,2022,2,Wednesday,17,,"VICTORY RD & NEPONSET AVE
DORCHESTER  MA 02122
UNI",0,0,"(0, 0)"
222007716,613,,LARCENY SHOPLIFTING,A1, ,0,2022-02-02 17:23:00,2022,2,Wednesday,17,,WASHINGTON ST,0,0,"(0, 0)"
222007714,724,,AUTO THEFT,D14,778,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,WASHINGTON ST,0,0,"(0, 0)"
222007713,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11,355,0,2022-01-26 00:00:00,2022,1,Wednesday,0,,GIBSON ST,0,0,"(0, 0)"
222007712,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,, ,0,2022-02-02 16:22:00,2022,2,Wednesday,16,,MASS AVE/ CASS,0,0,"(0, 0)"
222007711,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-02 16:23:00,2022,2,Wednesday,16,,BELNEL RD,0,0,"(0, 0)"
222007708,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2022-01-22 17:00:00,2022,1,Saturday,17,,WASHINGTON ST,0,0,"(0, 0)"
222007707,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,CENTRE ST,0,0,"(0, 0)"
222007704,1831,,SICK ASSIST,B2, ,0,2022-02-02 15:50:00,2022,2,Wednesday,15,,WARREN ST,0,0,"(0, 0)"
222007703,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-02-02 14:00:00,2022,2,Wednesday,14,,"HARRISHOF ST & HUMBOLDT AVE
ROXBURY  MA 02121
UNIT",0,0,"(0, 0)"
222007702,3114,,INVESTIGATE PROPERTY,A1, ,0,2022-02-02 16:37:00,2022,2,Wednesday,16,,"ARLINGTON ST & COMMONWEALTH AVE
BOSTON  MA 02116
U",0,0,"(0, 0)"
222007701,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2022-01-19 17:00:00,2022,1,Wednesday,17,,HARRISON AVE,0,0,"(0, 0)"
222007700,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2022-02-02 15:50:00,2022,2,Wednesday,15,,HARRISON AVE,0,0,"(0, 0)"
222007698,1102,,FRAUD - FALSE PRETENSE / SCHEME,A15, ,0,2022-01-21 08:00:00,2022,1,Friday,8,,ELM ST,0,0,"(0, 0)"
222007697,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2022-02-02 15:00:00,2022,2,Wednesday,15,,"TREMONT ST & WINTER ST
BOSTON  MA 02111
UNITED STA",0,0,"(0, 0)"
222007696,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2022-02-02 13:25:00,2022,2,Wednesday,13,,NASHUA ST,0,0,"(0, 0)"
222007694,1402,,VANDALISM,E18, ,0,2022-02-01 21:00:00,2022,2,Tuesday,21,,GARFIELD AVE,0,0,"(0, 0)"
222007693,1402,,VANDALISM,B2,282,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,WASHINGTON ST,0,0,"(0, 0)"
222007692,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,External, ,0,2022-02-02 16:36:00,2022,2,Wednesday,16,,RICHFIELD ST,0,0,"(0, 0)"
222007691,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-02 15:55:00,2022,2,Wednesday,15,,WALNUT AVE,0,0,"(0, 0)"
222007690,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-02 16:02:00,2022,2,Wednesday,16,,NEWBURY ST,0,0,"(0, 0)"
222007689,3006,,SICK/INJURED/MEDICAL - PERSON,E18, ,0,2022-02-02 15:45:00,2022,2,Wednesday,15,,"HYDE PARK AVE & EVERETT ST
BOSTON  MA 02136
UNITED",0,0,"(0, 0)"
222007688,3115,,INVESTIGATE PERSON,D14, ,0,2022-02-02 16:24:00,2022,2,Wednesday,16,,WASHINGTON ST,0,0,"(0, 0)"
222007687,616,,LARCENY THEFT OF BICYCLE,B2,281,0,2022-02-01 16:00:00,2022,2,Tuesday,16,,GREENVILLE ST,0,0,"(0, 0)"
222007686,3115,,INVESTIGATE PERSON,D14,778,0,2022-01-31 09:00:00,2022,1,Monday,9,,WASHINGTON ST,0,0,"(0, 0)"
222007685,3114,,INVESTIGATE PROPERTY,B3, ,0,2022-02-02 15:11:00,2022,2,Wednesday,15,,MCLELLAN ST,0,0,"(0, 0)"
222007683,1402,,VANDALISM,D4,167,0,2022-01-31 18:00:00,2022,1,Monday,18,,HARRISON AVE,0,0,"(0, 0)"
222007682,613,,LARCENY SHOPLIFTING,B3, ,0,2022-02-02 14:52:00,2022,2,Wednesday,14,,BLUE HILL AVE,0,0,"(0, 0)"
222007681,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2022-02-02 14:25:00,2022,2,Wednesday,14,,HYDE PARK AVE,0,0,"(0, 0)"
222007679,1831,,SICK ASSIST,C11,334,0,2022-02-02 15:12:00,2022,2,Wednesday,15,,QUINCY ST,0,0,"(0, 0)"
222007678,1106,,FRAUD - CREDIT CARD / ATM FRAUD,E13,574,0,2022-02-02 15:40:00,2022,2,Wednesday,15,,WASHINGTON ST,0,0,"(0, 0)"
222007677,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2, ,0,2022-02-02 14:39:00,2022,2,Wednesday,14,,"CASTLEGATE RD & BLUE HILL AVE
DORCHESTER  MA 02121",0,0,"(0, 0)"
222007676,3007,,SUDDEN DEATH,B3, ,0,2022-02-02 14:25:00,2022,2,Wednesday,14,,MIDDLETON ST,0,0,"(0, 0)"
222007675,3115,,INVESTIGATE PERSON,C11, ,0,2022-02-02 14:00:00,2022,2,Wednesday,14,,MILWOOD ST,0,0,"(0, 0)"
222007674,3130,,SEARCH WARRANT,C11,355,0,2022-02-01 06:10:00,2022,2,Tuesday,6,,GIBSON ST,0,0,"(0, 0)"
222007673,3410,,TOWED MOTOR VEHICLE,B3, ,0,2022-02-02 13:38:00,2022,2,Wednesday,13,,BLUE HILL AVE,0,0,"(0, 0)"
222007672,3410,,TOWED MOTOR VEHICLE,D14, ,0,2022-02-02 14:15:00,2022,2,Wednesday,14,,HENSHAW ST,0,0,"(0, 0)"
222007671,3115,,INVESTIGATE PERSON,A7, ,0,2022-02-02 12:27:00,2022,2,Wednesday,12,,BENNINGTON ST,0,0,"(0, 0)"
222007670,3130,,SEARCH WARRANT,B2,289,0,2022-01-26 16:55:00,2022,1,Wednesday,16,,SCHROEDER PLZ,0,0,"(0, 0)"
222007667,423,,ASSAULT - AGGRAVATED,D4, ,0,2022-02-02 14:37:00,2022,2,Wednesday,14,,RUTLAND SQ,0,0,"(0, 0)"
222007666,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,SUDBURY ST,0,0,"(0, 0)"
222007665,2660,,OTHER OFFENSE,A7, ,0,2022-02-02 11:26:00,2022,2,Wednesday,11,,EUTAW ST,0,0,"(0, 0)"
222007664,1831,,SICK ASSIST,A7, ,0,2022-02-02 13:50:00,2022,2,Wednesday,13,,BORDER ST,0,0,"(0, 0)"
222007663,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2022-01-31 23:00:00,2022,1,Monday,23,,WASHINGTON ST,0,0,"(0, 0)"
222007660,1402,,VANDALISM,B2, ,0,2022-02-02 13:10:00,2022,2,Wednesday,13,,QUINCY ST,0,0,"(0, 0)"
222007658,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2022-02-01 15:11:00,2022,2,Tuesday,15,,"MILLET ST & SOUTHERN AVE
DORCHESTER  MA 02124
UNIT",0,0,"(0, 0)"
222007656,3301,,VERBAL DISPUTE,D14, ,0,2022-02-02 13:40:00,2022,2,Wednesday,13,,EMPIRE ST,0,0,"(0, 0)"
222007654,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-02 13:17:00,2022,2,Wednesday,13,,WASHINGTON ST,0,0,"(0, 0)"
222007651,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,771,0,2022-02-01 12:00:00,2022,2,Tuesday,12,,WASHINGTON ST,0,0,"(0, 0)"
222007650,3115,,INVESTIGATE PERSON,A7,28,0,2022-02-02 01:45:00,2022,2,Wednesday,1,,PARIS ST,0,0,"(0, 0)"
222007646,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2022-02-02 13:29:00,2022,2,Wednesday,13,,WILLIAMS AVE,0,0,"(0, 0)"
222007645,3114,,INVESTIGATE PROPERTY,D14, ,0,2022-02-02 13:05:00,2022,2,Wednesday,13,,LOTHROP ST,0,0,"(0, 0)"
222007644,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2022-02-01 12:30:00,2022,2,Tuesday,12,,GIBSON ST,0,0,"(0, 0)"
222007643,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2022-02-02 07:30:00,2022,2,Wednesday,7,,W BROADWAY,0,0,"(0, 0)"
222007642,616,,LARCENY THEFT OF BICYCLE,C6, ,0,2022-02-02 13:09:00,2022,2,Wednesday,13,,JAN KARSKI WAY,0,0,"(0, 0)"
222007641,1402,,VANDALISM,D4,167,0,2022-01-27 15:30:00,2022,1,Thursday,15,,HARRISON AVE,0,0,"(0, 0)"
222007640,3410,,TOWED MOTOR VEHICLE,E13, ,0,2022-02-02 12:07:00,2022,2,Wednesday,12,,"PERKINS ST & PRINCE ST
JAMAICA PLAIN  MA 02130
UNI",0,0,"(0, 0)"
222007636,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6, ,0,2022-01-31 10:00:00,2022,1,Monday,10,,VON HILLERN ST,0,0,"(0, 0)"
222007634,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-02 11:19:00,2022,2,Wednesday,11,,JAMAICAWAY CT,0,0,"(0, 0)"
222007633,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11, ,0,2022-02-02 12:00:00,2022,2,Wednesday,12,,REGINA RD,0,0,"(0, 0)"
222007632,724,,AUTO THEFT,C11,355,0,2022-01-30 21:00:00,2022,1,Sunday,21,,GIBSON ST,0,0,"(0, 0)"
222007631,3201,,PROPERTY - LOST/ MISSING,D14, ,0,2022-02-02 11:30:00,2022,2,Wednesday,11,,GARDNER ST,0,0,"(0, 0)"
222007630,1402,,VANDALISM,B2, ,0,2022-02-01 18:30:00,2022,2,Tuesday,18,,"LAMBERT AVE & ROCKLEDGE ST
ROXBURY  MA 02119
UNITE",0,0,"(0, 0)"
222007629,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D14, ,0,2022-02-02 12:14:00,2022,2,Wednesday,12,,WARREN ST,0,0,"(0, 0)"
222007628,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,275,0,2022-02-01 15:19:00,2022,2,Tuesday,15,,MELNEA CASS BLVD,0,0,"(0, 0)"
222007627,2647,,THREATS TO DO BODILY HARM,B3,565,0,2022-02-02 12:22:00,2022,2,Wednesday,12,,AMERICAN LEGION HIGHWAY,0,0,"(0, 0)"
222007626,3114,,INVESTIGATE PROPERTY,D14, ,0,2022-02-02 11:43:00,2022,2,Wednesday,11,,WARREN ST,0,0,"(0, 0)"
222007625,3114,,INVESTIGATE PROPERTY,E5, ,0,2022-02-02 10:30:00,2022,2,Wednesday,10,,SPRING ST,0,0,"(0, 0)"
222007624,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2022-01-29 20:30:00,2022,1,Saturday,20,,HYDE PARK AVE,0,0,"(0, 0)"
222007623,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-02-02 12:07:00,2022,2,Wednesday,12,,HARVARD AVE,0,0,"(0, 0)"
222007622,3201,,PROPERTY - LOST/ MISSING,E13,581,0,2022-02-02 10:40:00,2022,2,Wednesday,10,,BICKFORD ST,0,0,"(0, 0)"
222007621,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2022-02-02 11:47:00,2022,2,Wednesday,11,,DUDLEY ST,0,0,"(0, 0)"
222007620,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2022-02-01 12:00:00,2022,2,Tuesday,12,,HARRISON AVE,0,0,"(0, 0)"
222007619,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,SAMMETT AVE,0,0,"(0, 0)"
222007616,1402,,VANDALISM,B3,465,0,2022-02-01 21:00:00,2022,2,Tuesday,21,,BLUE HILL AVE,0,0,"(0, 0)"
222007615,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,333,0,2022-02-01 16:00:00,2022,2,Tuesday,16,,COLUMBIA RD,0,0,"(0, 0)"
222007613,3115,,INVESTIGATE PERSON,C11, ,0,2022-02-02 10:50:00,2022,2,Wednesday,10,,ADAMS ST,0,0,"(0, 0)"
222007612,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-02-02 11:02:00,2022,2,Wednesday,11,,NEWBURY ST,0,0,"(0, 0)"
222007611,3114,,INVESTIGATE PROPERTY,B2,305,0,2022-01-18 01:31:00,2022,1,Tuesday,1,,ELMORE ST,0,0,"(0, 0)"
222007609,613,,LARCENY SHOPLIFTING,D4, ,0,2022-02-02 11:17:00,2022,2,Wednesday,11,,WASHINGTON ST,0,0,"(0, 0)"
222007608,3501,,MISSING PERSON,C11,355,0,2022-02-02 11:00:00,2022,2,Wednesday,11,,GIBSON ST,0,0,"(0, 0)"
222007607,3008,,SUICIDE / SUICIDE ATTEMPT,B2, ,0,2022-02-02 10:31:00,2022,2,Wednesday,10,,HIGHLAND AVE,0,0,"(0, 0)"
222007606,1402,,VANDALISM,B2,329,0,2022-02-01 22:00:00,2022,2,Tuesday,22,,STANWOOD ST,0,0,"(0, 0)"
222007605,3001,,DEATH INVESTIGATION,B2, ,0,2022-02-02 11:00:00,2022,2,Wednesday,11,,HARTWELL ST,0,0,"(0, 0)"
222007604,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2022-02-02 08:30:00,2022,2,Wednesday,8,,"CLARK ST & COMMERCIAL ST
BOSTON  MA 02109
UNITED S",0,0,"(0, 0)"
222007602,1831,,SICK ASSIST,E13, ,0,2022-02-02 10:15:00,2022,2,Wednesday,10,,GREEN ST,0,0,"(0, 0)"
222007600,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-02 09:38:00,2022,2,Wednesday,9,,RIVER ST,0,0,"(0, 0)"
222007599,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D14,778,0,2022-01-29 01:00:00,2022,1,Saturday,1,,WASHINGTON ST,0,0,"(0, 0)"
222007598,1831,,SICK ASSIST,B2, ,0,2022-02-02 09:05:00,2022,2,Wednesday,9,,WOODCLIFF ST,0,0,"(0, 0)"
222007596,1831,,SICK ASSIST,D4, ,0,2022-02-02 09:54:00,2022,2,Wednesday,9,,NEWBURY ST,0,0,"(0, 0)"
222007595,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-02-02 10:33:00,2022,2,Wednesday,10,,BOURNESIDE ST,0,0,"(0, 0)"
222007592,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-02-02 09:20:00,2022,2,Wednesday,9,,SAVIN HILL AVE,0,0,"(0, 0)"
222007590,3115,,INVESTIGATE PERSON,E18, ,0,2022-02-02 09:48:00,2022,2,Wednesday,9,,GLENWOOD AVE,0,0,"(0, 0)"
222007589,423,,ASSAULT - AGGRAVATED,B2,588,0,2022-02-01 12:20:00,2022,2,Tuesday,12,,"ALBERT ST & PRENTISS ST
ROXBURY  MA 02120
UNITED S",0,0,"(0, 0)"
222007588,619,,LARCENY ALL OTHERS,C11,355,0,2022-01-27 20:00:00,2022,1,Thursday,20,,GIBSON ST,0,0,"(0, 0)"
222007587,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-02-02 09:02:00,2022,2,Wednesday,9,,CAMDEN ST,0,0,"(0, 0)"
222007585,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-02-02 09:15:00,2022,2,Wednesday,9,,L ST,0,0,"(0, 0)"
222007583,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2022-02-02 08:16:00,2022,2,Wednesday,8,,BAY STATE RD,0,0,"(0, 0)"
222007582,3108,,FIRE REPORT,C6, ,0,2022-02-02 08:24:00,2022,2,Wednesday,8,,W SECOND ST,0,0,"(0, 0)"
222007581,3115,,INVESTIGATE PERSON,D4,155,0,2022-02-01 14:58:00,2022,2,Tuesday,14,,MASSACHUSETTS AVE,0,0,"(0, 0)"
222007580,1831,,SICK ASSIST,C6, ,0,2022-02-02 08:22:00,2022,2,Wednesday,8,,SOUTHAMPTON ST,0,0,"(0, 0)"
222007579,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2022-01-30 14:00:00,2022,1,Sunday,14,,CENTRE ST,0,0,"(0, 0)"
222007578,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-02-02 08:10:00,2022,2,Wednesday,8,,PUBLIC ALLEY NO. 903,0,0,"(0, 0)"
222007577,619,,LARCENY ALL OTHERS,E18,520,0,2022-02-01 18:00:00,2022,2,Tuesday,18,,HYDE PARK AVE,0,0,"(0, 0)"
222007576,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,2022-02-02 08:08:00,2022,2,Wednesday,8,,EVERTON ST,0,0,"(0, 0)"
222007574,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2022-02-02 08:08:00,2022,2,Wednesday,8,,"FORSYTH ST & SPEARE PL
BOSTON  MA 02115
UNITED STA",0,0,"(0, 0)"
222007573,3115,,INVESTIGATE PERSON,B2, ,0,2022-02-02 07:51:00,2022,2,Wednesday,7,,HAROLD PARK,0,0,"(0, 0)"
222007572,3114,,INVESTIGATE PROPERTY,B3,465,0,2022-02-01 16:00:00,2022,2,Tuesday,16,,BLUE HILL AVE,0,0,"(0, 0)"
222007571,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,2022-02-02 08:38:00,2022,2,Wednesday,8,,"FREEMAN AVE & WASHINGTON ST
WEST ROXBURY  MA 02132",0,0,"(0, 0)"
222007570,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2022-02-02 08:29:00,2022,2,Wednesday,8,,"RIVER ST & MEADOWBANK AVE
MATTAPAN  MA 02126
UNITE",0,0,"(0, 0)"
222007569,520,,BURGLARY - RESIDENTIAL,B2, ,0,2022-02-02 08:22:00,2022,2,Wednesday,8,,NORTH AVE,0,0,"(0, 0)"
222007568,1402,,VANDALISM,B2, ,0,2022-02-01 15:00:00,2022,2,Tuesday,15,,NORMANDY ST,0,0,"(0, 0)"
222007567,724,,AUTO THEFT,C11,355,0,2022-02-01 14:30:00,2022,2,Tuesday,14,,GIBSON ST,0,0,"(0, 0)"
222007566,3801,,M/V ACCIDENT - OTHER,B2, ,0,2022-02-02 08:12:00,2022,2,Wednesday,8,,QUINCY ST,0,0,"(0, 0)"
222007565,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,200,0,2022-02-02 06:30:00,2022,2,Wednesday,6,,W BROADWAY,0,0,"(0, 0)"
222007564,3301,,VERBAL DISPUTE,E13,574,0,2022-02-02 06:56:00,2022,2,Wednesday,6,,WASHINGTON ST,0,0,"(0, 0)"
222007563,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B3,432,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,LAURIAT ST,0,0,"(0, 0)"
222007562,1831,,SICK ASSIST,E5, ,0,2022-02-02 06:43:00,2022,2,Wednesday,6,,GEORGETOWNE DR,0,0,"(0, 0)"
222007560,3801,,M/V ACCIDENT - OTHER,E18, ,0,2022-02-01 18:00:00,2022,2,Tuesday,18,,RESERVATION RD,0,0,"(0, 0)"
222007559,3115,,INVESTIGATE PERSON,B2, ,0,2022-02-02 05:14:00,2022,2,Wednesday,5,,MALCOLM X BLVD,0,0,"(0, 0)"
222007558,2647,,THREATS TO DO BODILY HARM,E13, ,0,2022-02-02 05:16:00,2022,2,Wednesday,5,,HEATH ST,0,0,"(0, 0)"
222007557,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B3, ,0,2022-02-02 02:45:00,2022,2,Wednesday,2,,LAURIAT ST,0,0,"(0, 0)"
222007556,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2022-02-02 04:29:00,2022,2,Wednesday,4,,MORTON ST,0,0,"(0, 0)"
222007554,1402,,VANDALISM,C11,363,0,2022-02-02 04:25:00,2022,2,Wednesday,4,,CENTRE STREET,0,0,"(0, 0)"
222007552,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-02-02 04:11:00,2022,2,Wednesday,4,,RONAN ST,0,0,"(0, 0)"
222007551,1831,,SICK ASSIST,D14, ,0,2022-02-02 03:30:00,2022,2,Wednesday,3,,SOLDIERS FIELD RD,0,0,"(0, 0)"
222007550,3018,,SICK/INJURED/MEDICAL - POLICE,A7,14,0,2022-02-02 01:49:00,2022,2,Wednesday,1,,WORDSWORTH ST,0,0,"(0, 0)"
222007549,3301,,VERBAL DISPUTE,A7, ,0,2022-02-02 03:27:00,2022,2,Wednesday,3,,EVERETT ST,0,0,"(0, 0)"
222007548,3115,,INVESTIGATE PERSON,B3, ,0,2022-02-02 03:15:00,2022,2,Wednesday,3,,BLUE HILL AVE,0,0,"(0, 0)"
222007547,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,2022-02-02 02:31:00,2022,2,Wednesday,2,,"KINGSTON ST & ESSEX ST
BOSTON  MA 02111
UNITED STA",0,0,"(0, 0)"
222007546,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-02-02 00:00:00,2022,2,Wednesday,0,,SUMNER TER,0,0,"(0, 0)"
222007545,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2022-02-02 02:05:00,2022,2,Wednesday,2,,"CONGRESS ST & STATE ST
BOSTON  MA 02109
UNITED STA",0,0,"(0, 0)"
222007543,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2022-02-02 02:00:00,2022,2,Wednesday,2,,COURT ST,0,0,"(0, 0)"
222007542,1831,,SICK ASSIST,A1, ,0,2022-02-02 01:33:00,2022,2,Wednesday,1,,BLOSSOM ST,0,0,"(0, 0)"
222007541,801,,ASSAULT - SIMPLE,D4, ,0,2022-02-02 01:28:00,2022,2,Wednesday,1,,LANSDOWNE ST,0,0,"(0, 0)"
222007536,619,,LARCENY ALL OTHERS,E18,479,0,2022-02-01 16:04:00,2022,2,Tuesday,16,,RUGBY RD,0,0,"(0, 0)"
222007534,3801,,M/V ACCIDENT - OTHER,C6, ,0,2022-02-01 23:44:00,2022,2,Tuesday,23,,"DORCHESTER ST & OLD COLONY AVE
SOUTH BOSTON  MA 02",0,0,"(0, 0)"
222007532,1402,,VANDALISM,C11, ,0,2022-02-02 00:08:00,2022,2,Wednesday,0,,GENEVA AVE,0,0,"(0, 0)"
222007531,3115,,INVESTIGATE PERSON,A1,113,0,2022-02-01 23:32:00,2022,2,Tuesday,23,,KINGSTON ST,0,0,"(0, 0)"
222007530,1402,,VANDALISM,C6, ,0,2022-02-01 23:19:00,2022,2,Tuesday,23,,THOMSON PL,0,0,"(0, 0)"
222007529,2612,,FIRE REPORT/ALARM - FALSE,A1, ,0,2022-02-01 23:20:00,2022,2,Tuesday,23,,BEACH ST,0,0,"(0, 0)"
